Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,MntTotal,MntRegularProds
"$72,679",0,1,65,$619,$54,$260,$127,$54,$54,1,4,7,5,1,0,0,51,"$1,114","$1,060"
"$57,954",1,1,52,$456,$4,$24,$0,$0,$9,7,8,2,6,7,0,0,43,$484,$475
"$65,316",1,1,65,$112,$6,$92,$3,$9,$38,2,3,2,5,4,0,0,58,$222,$184
"$28,567",1,0,57,$11,$3,$22,$2,$2,$6,2,2,0,3,6,0,0,38,$40,$34
"$47,352",0,1,70,$172,$12,$112,$8,$0,$15,4,6,1,5,7,0,0,69,$304,$289
"$44,931",0,1,0,$78,$0,$11,$0,$0,$7,1,2,1,3,5,0,0,53,$89,$82
"$76,982",0,0,19,$464,$151,$292,$65,$60,$30,1,8,3,4,4,0,1,53,"$1,032","$1,002"
"$57,247",0,1,50,$99,$4,$32,$37,$54,$6,2,2,1,7,2,0,0,68,$226,$220
"$22,944",1,0,67,$19,$3,$19,$4,$5,$26,3,3,0,3,7,0,0,39,$50,$24
"$25,315",1,0,46,$1,$9,$8,$11,$3,$22,3,3,0,3,8,0,0,43,$32,$10
"$43,638",0,1,37,$63,$10,$83,$7,$19,$19,2,4,1,4,7,0,0,51,$182,$163
"$42,710",1,0,38,$252,$3,$42,$4,$3,$102,2,4,5,3,6,0,0,36,$304,$202
"$84,169",0,0,9,"$1,478",$19,$403,$0,$19,$0,1,7,6,6,3,0,1,38,"$1,919","$1,919"
"$54,058",0,1,56,$198,$18,$252,$32,$108,$54,2,4,6,8,3,0,0,44,$608,$554
"$24,683",1,0,98,$8,$4,$10,$6,$7,$6,2,2,0,4,5,0,0,30,$35,$29
"$85,620",0,0,68,$416,$46,$925,$60,$107,$46,1,3,6,4,1,0,1,56,"$1,554","$1,508"
"$47,850",1,0,72,$42,$7,$43,$20,$12,$10,1,3,0,4,6,0,0,40,$124,$114
"$19,514",1,1,47,$14,$3,$21,$2,$1,$28,4,3,1,2,8,0,1,52,$41,$13
"$27,159",1,1,33,$17,$0,$3,$0,$0,$1,2,1,0,3,6,0,0,47,$20,$19
"$39,548",1,1,87,$15,$4,$10,$3,$4,$18,2,1,1,3,3,0,0,57,$36,$18
"$21,474",1,0,0,$6,$16,$24,$11,$0,$34,2,3,1,2,7,0,1,31,$57,$23
"$60,504",0,1,73,$458,$0,$24,$6,$4,$34,2,6,2,8,6,0,0,49,$492,$458
"$22,419",0,0,74,$30,$3,$47,$19,$21,$42,1,3,2,2,8,0,0,57,$120,$78
"$81,698",0,0,4,$179,$28,$520,$111,$123,$47,1,3,8,13,1,0,1,71,$961,$914
"$43,462",1,1,50,$90,$17,$97,$15,$6,$15,6,4,1,5,8,0,0,68,$225,$210
"$54,880",1,0,57,$308,$85,$137,$102,$45,$118,2,6,2,11,5,0,0,42,$677,$559
"$79,908",0,0,30,$557,$129,$761,$29,$185,$111,1,5,6,7,2,0,0,38,"$1,661","$1,550"
"$15,315",0,0,27,$7,$4,$13,$15,$8,$17,2,2,0,4,5,0,0,50,$47,$30
"$87,771",0,1,61,"$1,492",$38,$287,$50,$57,$33,1,5,10,4,6,0,1,61,"$1,924","$1,891"
"$33,039",1,0,4,$30,$8,$12,$8,$8,$12,1,2,0,4,5,0,0,42,$66,$54
"$81,741",0,0,75,$249,$153,$940,$58,$134,$38,0,6,6,7,2,0,0,40,"$1,534","$1,496"
"$71,499",0,1,12,$465,$25,$132,$136,$0,$37,2,8,3,13,4,0,0,49,$758,$721
"$62,466",0,1,13,$129,$129,$259,$168,$121,$83,5,6,3,12,4,0,0,50,$806,$723
"$48,799",0,1,9,$174,$18,$81,$28,$6,$24,3,3,2,7,3,0,0,57,$307,$283
"$52,157",0,1,48,$189,$2,$29,$3,$2,$40,2,3,2,5,4,0,0,70,$225,$185
"$66,565",0,1,80,$747,$10,$161,$65,$40,$42,4,4,2,9,8,0,0,58,"$1,023",$981
"$29,298",1,1,60,$6,$0,$2,$2,$0,$1,1,1,0,2,5,0,0,69,$10,$9
"$47,691",0,1,43,$14,$0,$3,$0,$0,$4,1,1,0,2,6,0,0,41,$17,$13
"$38,200",1,1,19,$12,$0,$4,$0,$0,$1,1,1,0,2,7,0,0,50,$16,$15
"$44,989",0,1,26,$98,$0,$106,$49,$10,$106,5,5,1,5,6,0,0,46,$263,$157
"$38,443",1,1,58,$32,$0,$5,$0,$0,$1,2,1,0,3,7,0,0,52,$37,$36
"$38,593",1,0,42,$51,$12,$49,$17,$24,$24,3,4,1,3,8,0,0,42,$153,$129
"$64,413",0,1,27,$200,$5,$44,$0,$10,$20,1,5,1,5,5,0,0,50,$259,$239
"$36,959",1,0,56,$25,$6,$25,$6,$0,$0,2,2,0,3,8,0,0,39,$62,$62
"$61,996",0,1,27,"$1,050",$12,$144,$0,$0,$24,3,6,4,8,5,0,1,43,"$1,206","$1,182"
"$51,287",1,1,10,$117,$0,$22,$13,$0,$30,3,4,1,3,7,0,0,52,$152,$122
"$13,260",1,1,48,$9,$4,$17,$10,$2,$7,4,3,0,3,8,0,0,50,$42,$35
"$47,472",1,1,39,$56,$0,$11,$0,$0,$8,2,2,0,4,5,0,0,54,$67,$59
"$54,603",1,1,85,$145,$13,$46,$17,$2,$4,6,4,2,4,7,0,0,64,$223,$219
"$45,207",1,1,64,$203,$0,$10,$0,$0,$2,5,3,1,6,6,0,0,46,$213,$211
"$40,689",0,1,69,$270,$3,$27,$39,$6,$99,7,7,1,5,8,0,0,69,$345,$246
"$47,821",1,1,54,$9,$0,$16,$6,$6,$10,1,1,0,3,8,0,0,53,$37,$27
"$27,450",0,0,57,$37,$12,$23,$8,$11,$52,1,2,1,3,7,0,0,69,$91,$39
"$39,453",1,0,64,$46,$0,$7,$0,$0,$2,2,2,0,3,6,0,0,37,$53,$51
"$26,850",1,1,10,$31,$1,$13,$7,$2,$9,4,2,1,4,4,0,0,49,$54,$45
"$79,800",0,0,65,"$1,060",$21,$530,$32,$0,$224,1,5,11,5,3,0,1,65,"$1,643","$1,419"
"$61,794",0,1,74,$264,$47,$188,$54,$47,$11,2,4,4,10,2,0,0,59,$600,$589
"$53,863",0,1,4,$399,$4,$30,$6,$4,$30,3,7,1,7,7,0,0,65,$443,$413
"$24,221",0,0,94,$8,$9,$9,$2,$5,$22,1,1,1,3,4,0,0,61,$33,$11
"$39,684",1,0,41,$19,$0,$35,$6,$4,$17,2,2,1,2,7,1,1,36,$64,$47
"$92,163",0,0,25,$817,$183,$797,$106,$163,$20,0,5,11,5,2,0,1,45,"$2,066","$2,046"
"$69,882",0,0,94,$292,$127,$635,$132,$127,$165,1,3,7,9,1,0,0,55,"$1,313","$1,148"
"$33,178",1,0,9,$12,$6,$2,$11,$2,$16,1,1,0,3,4,0,0,43,$33,$17
"$59,973",0,0,47,$130,$30,$168,$20,$34,$0,1,3,4,7,1,0,0,48,$382,$382
"$17,459",1,0,12,$6,$4,$16,$3,$10,$30,3,3,1,2,7,0,1,45,$39,$9
"$23,910",1,0,80,$16,$12,$18,$7,$1,$13,1,2,0,3,7,0,0,51,$54,$41
"$42,169",1,1,20,$19,$0,$9,$0,$0,$2,2,1,0,3,8,0,0,51,$28,$26
"$26,224",1,0,39,$4,$7,$15,$13,$9,$15,3,2,1,3,6,0,0,42,$48,$33
"$31,089",1,0,57,$31,$3,$31,$2,$8,$4,3,3,0,4,8,0,0,39,$75,$71
"$30,081",0,1,27,$36,$0,$2,$0,$0,$4,1,1,0,3,7,0,0,59,$38,$34
"$62,807",0,1,83,$526,$28,$135,$10,$21,$99,3,5,3,12,5,0,0,60,$720,$621
"$72,906",0,0,79,$400,$32,$519,$71,$75,$54,1,3,4,9,1,0,0,65,"$1,097","$1,043"
"$61,467",0,2,69,$410,$16,$114,$0,$5,$49,3,5,2,10,5,0,0,72,$545,$496
"$49,618",1,1,77,$80,$3,$26,$4,$2,$14,4,3,1,3,7,0,0,54,$115,$101
"$21,888",1,0,15,$88,$10,$46,$2,$3,$64,4,5,1,2,10,0,1,34,$149,$85
"$42,429",0,1,99,$55,$0,$6,$2,$0,$4,2,1,1,3,5,0,0,47,$63,$59
"$26,150",2,1,61,$5,$1,$13,$3,$5,$1,1,1,0,3,7,0,0,64,$27,$26
"$30,801",0,1,23,$8,$4,$5,$15,$2,$11,2,1,0,3,7,0,0,45,$34,$23
"$81,168",0,0,84,$410,$0,$592,$147,$22,$22,1,6,4,7,3,0,0,55,"$1,171","$1,149"
"$26,877",0,0,74,$101,$13,$76,$20,$18,$40,2,3,1,6,6,0,0,51,$228,$188
"$45,006",0,0,90,$162,$25,$53,$16,$0,$10,1,3,1,7,3,0,0,76,$256,$246
"$18,978",1,0,41,$2,$8,$1,$4,$7,$15,1,1,0,3,8,0,0,47,$22,$7
"$22,574",2,1,28,$25,$0,$8,$2,$0,$2,2,2,0,3,7,0,0,53,$35,$33
"$48,240",0,0,73,$389,$91,$248,$64,$49,$41,3,6,3,13,5,0,1,51,$841,$800
"$45,837",1,1,88,$215,$13,$87,$17,$17,$24,5,6,2,5,7,0,0,46,$349,$325
"$35,791",2,1,94,$27,$0,$5,$0,$0,$3,2,1,0,3,8,0,0,55,$32,$29
"$54,162",1,1,31,$5,$6,$10,$6,$5,$10,1,1,0,3,4,0,0,42,$32,$22
"$30,522",0,1,6,$179,$8,$83,$19,$11,$26,5,1,2,9,2,0,0,60,$300,$274
"$54,456",0,1,23,$352,$0,$27,$10,$0,$15,3,6,1,7,6,0,0,59,$389,$374
"$31,632",0,0,92,$17,$8,$12,$11,$15,$32,1,2,1,2,7,0,0,49,$63,$31
"$72,298",0,0,52,$625,$35,$169,$58,$17,$35,1,4,3,6,1,0,0,71,$904,$869
"$36,975",1,0,50,$10,$6,$11,$0,$4,$2,1,1,0,3,7,0,0,42,$31,$29
"$72,635",0,0,54,$390,$22,$323,$104,$35,$107,1,6,8,6,3,0,0,65,$874,$767
"$13,624",1,0,93,$10,$2,$15,$2,$1,$6,2,2,0,3,6,0,0,44,$30,$24
"$84,196",0,1,56,$215,$63,$507,$231,$31,$190,1,8,4,7,3,0,0,45,"$1,047",$857
"$70,971",0,1,28,"$1,001",$17,$572,$93,$125,$17,7,11,11,5,7,0,1,60,"$1,808","$1,791"
"$34,487",1,1,94,$19,$18,$33,$24,$1,$8,3,3,0,3,9,0,0,43,$95,$87
"$28,769",1,0,76,$41,$5,$129,$10,$3,$3,3,4,1,4,9,0,0,43,$188,$185
"$69,084",1,0,43,"$1,181",$107,$199,$39,$30,$30,2,7,3,13,8,0,0,50,"$1,556","$1,526"
"$65,488",0,0,46,$603,$45,$207,$36,$18,$54,1,3,4,6,1,0,0,62,$909,$855
"$62,466",0,1,13,$129,$129,$259,$168,$121,$83,5,6,3,12,4,0,0,50,$806,$723
"$32,218",0,0,27,$10,$24,$15,$13,$1,$30,1,2,1,3,7,0,1,60,$63,$33
"$83,917",0,0,12,$514,$22,$732,$42,$198,$79,1,6,7,7,3,0,1,47,"$1,508","$1,429"
"$46,102",2,1,3,$14,$0,$1,$0,$0,$1,1,1,0,2,7,0,0,58,$15,$14
"$84,574",0,0,72,$387,$20,$713,$38,$54,$163,1,9,11,11,5,0,0,68,"$1,212","$1,049"
"$56,181",0,1,6,$121,$103,$69,$8,$44,$48,1,4,2,7,4,0,0,58,$345,$297
"$63,120",0,1,53,$965,$69,$279,$54,$41,$69,5,8,4,9,7,0,1,70,"$1,408","$1,339"
"$73,691",0,1,58,$707,$21,$250,$85,$43,$73,2,6,2,8,2,0,0,49,"$1,106","$1,033"
"$63,381",0,1,78,$571,$50,$142,$33,$50,$159,4,4,5,13,2,0,0,60,$846,$687
"$76,140",0,0,57,$586,$66,$653,$17,$0,$26,1,5,9,6,2,0,0,72,"$1,322","$1,296"
"$62,859",0,1,37,"$1,063",$89,$102,$16,$12,$25,4,9,4,6,6,0,0,61,"$1,282","$1,257"
"$45,906",0,1,20,$305,$3,$27,$4,$3,$144,2,5,4,4,5,0,0,56,$342,$198
"$77,632",0,0,73,"$1,200",$105,$758,$0,$42,$147,1,4,2,6,2,0,1,73,"$2,105","$1,958"
"$46,463",1,1,56,$163,$2,$40,$8,$11,$11,7,3,1,6,6,0,0,49,$224,$213
"$105,471",0,0,36,"$1,009",$181,$104,$202,$21,$207,0,9,8,13,3,0,1,50,"$1,517","$1,310"
"$55,282",1,0,9,$125,$6,$73,$8,$4,$19,1,3,1,6,4,0,0,50,$216,$197
"$78,710",0,1,42,$721,$0,$152,$119,$50,$50,3,7,6,12,4,0,0,43,"$1,042",$992
"$66,886",0,1,28,$315,$4,$62,$41,$31,$146,2,7,1,7,5,0,0,62,$453,$307
"$98,777",0,0,23,"$1,000",$19,$711,$125,$115,$38,0,4,6,9,1,0,0,60,"$1,970","$1,932"
"$29,103",1,0,38,$16,$0,$17,$6,$3,$6,2,1,0,3,9,0,0,35,$42,$36
"$67,445",0,1,63,$757,$80,$217,$29,$80,$11,5,9,6,12,6,0,0,46,"$1,163","$1,152"
"$50,616",0,1,71,$30,$2,$25,$0,$1,$9,1,1,1,4,2,0,0,70,$58,$49
"$49,431",0,1,9,$219,$3,$100,$26,$0,$17,2,7,1,5,8,0,0,65,$348,$331
"$61,278",0,1,87,$111,$3,$28,$2,$6,$15,2,3,1,4,6,0,0,67,$150,$135
"$26,490",0,0,92,$45,$47,$52,$21,$20,$25,2,3,1,5,6,0,0,62,$185,$160
"$73,059",0,1,36,$410,$112,$420,$0,$82,$71,1,9,3,13,4,0,0,73,"$1,024",$953
"$46,734",1,2,86,$100,$1,$39,$6,$1,$76,4,3,2,3,6,0,0,54,$147,$71
"$56,253",0,1,83,$509,$0,$65,$7,$11,$5,4,7,2,9,6,0,0,57,$592,$587
"$19,986",1,0,74,$3,$6,$5,$0,$2,$6,1,0,0,3,7,0,0,35,$16,$10
"$58,330",0,1,87,$445,$53,$213,$104,$98,$151,1,6,4,13,4,0,0,45,$913,$762
"$25,965",0,0,29,$2,$2,$11,$41,$7,$11,1,2,0,3,8,0,0,40,$63,$52
"$14,661",0,0,88,$4,$1,$11,$6,$2,$2,1,1,0,3,6,0,0,64,$24,$22
"$18,690",0,0,77,$6,$1,$7,$23,$4,$19,1,1,1,2,8,0,0,61,$41,$22
"$45,068",0,1,25,$14,$0,$3,$0,$0,$3,1,1,0,2,7,0,0,46,$17,$14
"$21,063",1,0,34,$1,$10,$11,$19,$3,$15,2,2,0,3,6,0,0,33,$44,$29
"$29,187",1,0,43,$26,$0,$6,$0,$0,$2,1,1,0,3,8,0,0,52,$32,$30
"$54,690",1,1,76,$111,$16,$37,$7,$9,$18,3,3,1,5,3,0,0,49,$180,$162
"$59,304",0,1,81,$418,$61,$428,$80,$51,$10,3,7,8,10,5,0,0,56,"$1,038","$1,028"
"$59,247",0,2,87,$327,$9,$122,$19,$14,$83,5,5,2,9,6,0,0,58,$491,$408
"$66,731",0,1,33,$371,$159,$194,$58,$106,$141,4,4,3,6,3,0,0,50,$888,$747
"$77,353",0,1,38,$275,$59,$107,$69,$101,$59,2,6,4,8,4,0,0,40,$611,$552
"$52,614",0,1,63,$789,$0,$142,$12,$9,$38,2,2,4,8,8,0,0,45,$952,$914
"$26,751",2,0,26,$1,$1,$5,$0,$3,$1,1,1,0,2,8,0,0,46,$10,$9
"$81,300",0,1,17,"$1,004",$12,$145,$32,$12,$36,3,10,3,5,5,0,1,57,"$1,205","$1,169"
"$70,337",0,0,75,$187,$81,$149,$25,$43,$91,1,2,2,12,1,0,0,41,$485,$394
"$36,145",1,0,13,$56,$4,$76,$17,$1,$18,4,4,1,3,9,0,1,35,$154,$136
"$65,295",0,0,19,$365,$32,$117,$34,$110,$6,1,3,3,13,2,0,0,40,$658,$652
"$68,118",0,1,51,$595,$23,$123,$10,$23,$154,2,8,9,4,6,0,0,57,$774,$620
"$68,743",0,0,81,"$1,132",$134,$384,$175,$134,$115,1,11,5,13,7,0,0,53,"$1,959","$1,844"
"$41,039",0,0,32,$34,$11,$137,$179,$61,$45,1,8,1,5,8,0,0,38,$422,$377
"$38,946",0,1,84,$116,$6,$82,$6,$6,$41,2,3,1,6,5,0,0,65,$216,$175
"$65,777",0,0,87,$565,$32,$435,$28,$32,$54,1,2,8,6,1,0,0,53,"$1,092","$1,038"
"$66,476",0,1,99,$372,$18,$126,$47,$48,$78,2,5,2,11,4,0,0,44,$611,$533
"$86,857",0,0,96,$899,$102,$838,$133,$102,$40,1,5,6,10,2,0,1,48,"$2,074","$2,034"
"$77,845",0,0,40,$760,$40,$480,$0,$40,$26,1,3,5,12,1,0,0,31,"$1,320","$1,294"
"$69,476",0,0,3,$260,$86,$559,$63,$9,$67,1,4,6,4,2,0,0,51,$977,$910
"$50,611",0,1,98,$459,$0,$24,$6,$0,$4,6,4,5,7,6,0,1,60,$489,$485
"$61,209",0,0,73,$466,$0,$224,$119,$49,$99,1,5,3,4,2,0,0,50,$858,$759
"$42,315",0,1,90,$67,$15,$80,$17,$11,$80,3,1,4,4,3,0,0,62,$190,$110
"$13,084",0,0,29,$2,$0,$7,$3,$7,$10,1,1,0,3,6,0,0,68,$19,$9
"$47,570",1,1,3,$67,$1,$20,$0,$2,$31,3,2,2,2,7,0,1,71,$90,$59
"$61,923",0,2,94,$92,$4,$18,$3,$3,$6,1,2,1,4,3,0,0,59,$120,$114
"$34,824",0,0,65,$4,$2,$11,$2,$0,$4,1,1,0,2,6,0,0,25,$19,$15
"$26,518",1,1,33,$20,$1,$28,$3,$3,$2,3,2,0,3,8,0,1,71,$55,$53
"$45,938",0,0,46,$273,$11,$178,$62,$83,$29,2,8,4,6,6,0,0,59,$607,$578
"$78,468",0,0,29,$434,$22,$388,$104,$22,$34,1,10,7,10,4,0,0,60,$970,$936
"$78,901",0,1,99,$321,$11,$309,$33,$26,$34,3,9,3,5,4,0,0,47,$700,$666
"$71,427",2,0,26,$212,$123,$177,$15,$64,$23,2,8,2,8,4,0,0,42,$591,$568
"$71,022",0,1,30,$909,$12,$278,$0,$12,$242,3,5,2,11,8,0,0,42,"$1,211",$969
"$90,247",0,0,27,"$1,184",$32,$352,$21,$16,$16,1,3,4,7,1,0,1,32,"$1,605","$1,589"
"$41,335",1,0,24,$112,$19,$21,$16,$14,$5,3,4,1,4,7,0,0,52,$182,$177
"$71,952",1,0,93,$656,$80,$455,$52,$107,$93,2,8,4,8,4,0,0,34,"$1,350","$1,257"
"$35,682",1,0,34,$23,$0,$8,$6,$2,$18,1,1,1,3,2,0,0,50,$39,$21
"$43,185",0,1,88,$537,$6,$42,$16,$6,$30,2,9,3,6,8,0,0,69,$607,$577
"$66,375",0,1,96,$712,$0,$45,$0,$0,$191,3,2,4,5,7,0,0,72,$757,$566
"$35,178",1,0,10,$23,$1,$13,$2,$2,$18,1,1,1,2,7,0,1,49,$41,$23
"$25,252",1,0,26,$1,$3,$4,$2,$2,$6,1,1,0,2,8,0,0,34,$12,$6
"$55,250",0,1,49,$664,$58,$83,$32,$0,$66,4,7,5,10,5,0,0,55,$837,$771
"$33,249",1,0,11,$6,$10,$21,$19,$14,$42,2,2,1,3,6,0,0,45,$70,$28
"$58,398",0,0,44,$299,$5,$201,$21,$21,$49,3,5,4,8,4,0,0,67,$547,$498
"$50,272",1,0,75,$99,$13,$66,$43,$8,$4,3,4,1,5,7,0,0,38,$229,$225
"$76,618",0,0,64,$749,$40,$294,$121,$160,$147,1,3,2,5,1,0,0,45,"$1,364","$1,217"
"$87,305",0,0,19,$345,$25,$501,$63,$138,$80,1,5,3,8,2,0,1,60,"$1,072",$992
"$25,851",1,0,45,$9,$4,$18,$7,$5,$5,2,2,0,3,7,0,0,42,$43,$38
"$58,710",0,1,77,$440,$81,$368,$0,$122,$174,6,11,5,9,6,0,0,50,"$1,011",$837
"$45,160",1,1,9,$8,$2,$5,$3,$0,$3,1,1,0,2,7,0,0,62,$18,$15
"$74,806",0,1,1,$670,$9,$249,$0,$28,$9,2,5,4,5,4,0,0,55,$956,$947
"$59,111",0,0,90,$524,$0,$134,$28,$28,$155,1,11,1,8,7,0,0,66,$714,$559
"$18,988",1,0,43,$6,$0,$6,$2,$1,$1,2,1,0,3,7,0,0,36,$15,$14
"$72,190",0,0,79,$597,$166,$597,$172,$166,$249,1,5,6,4,3,0,0,55,"$1,698","$1,449"
"$7,500",1,0,19,$7,$0,$12,$13,$7,$32,5,4,1,2,9,0,1,44,$39,$7
"$44,794",0,1,99,$54,$0,$7,$0,$0,$4,1,2,0,3,6,0,0,54,$61,$57
"$80,395",0,0,62,$445,$25,$706,$80,$76,$48,1,6,5,12,2,0,0,65,"$1,332","$1,284"
"$75,012",0,0,41,$294,$142,$218,$164,$58,$151,1,3,8,11,1,0,0,44,$876,$725
"$56,962",2,1,60,$292,$3,$77,$10,$3,$26,7,6,3,5,7,0,0,55,$385,$359
"$89,891",0,0,17,$412,$22,$132,$59,$28,$183,1,11,6,8,4,0,0,29,$653,$470
"$35,946",1,1,24,$8,$0,$3,$0,$0,$0,1,0,0,3,5,0,0,71,$11,$11
"$53,593",1,1,60,$349,$4,$78,$6,$0,$43,8,7,2,6,8,0,0,67,$437,$394
"$66,373",1,1,57,$328,$9,$124,$12,$24,$109,7,4,2,10,3,0,0,42,$497,$388
"$45,072",1,2,74,$144,$2,$99,$7,$2,$30,5,6,1,4,8,0,0,72,$254,$224
"$89,694",1,1,22,"$1,126",$28,$211,$37,$28,$42,3,4,3,4,5,0,0,47,"$1,430","$1,388"
"$72,025",0,0,46,$967,$0,$617,$43,$50,$0,1,4,8,13,2,0,1,71,"$1,677","$1,677"
"$67,432",0,1,69,$432,$79,$341,$177,$136,$170,2,8,5,4,4,0,0,47,"$1,165",$995
"$70,545",0,1,29,$138,$39,$63,$55,$18,$21,1,4,1,7,2,0,0,68,$313,$292
"$17,487",1,0,37,$0,$0,$1,$7,$4,$6,1,1,0,2,7,0,0,31,$12,$6
"$62,882",0,1,26,$509,$133,$497,$78,$24,$97,2,7,5,6,4,0,0,51,"$1,241","$1,144"
"$64,108",0,1,8,$948,$10,$86,$13,$21,$21,4,6,9,11,5,0,0,67,"$1,078","$1,057"
"$34,941",1,1,26,$39,$2,$25,$4,$3,$24,2,3,0,3,8,0,0,64,$73,$49
"$48,767",1,2,79,$28,$1,$21,$3,$0,$10,3,2,1,3,5,0,0,70,$53,$43
"$38,702",1,0,71,$13,$11,$24,$13,$8,$40,2,3,0,4,6,0,0,42,$69,$29
"$82,224",0,0,83,$307,$26,$360,$138,$31,$40,1,6,9,5,3,0,0,56,$862,$822
"$83,844",0,0,57,$901,$31,$345,$75,$31,$191,1,4,4,11,1,0,0,68,"$1,383","$1,192"
"$17,003",1,0,37,$2,$5,$12,$4,$8,$7,3,2,0,4,5,0,0,45,$31,$24
"$71,163",0,0,30,$283,$17,$372,$138,$106,$44,1,3,8,12,1,0,0,25,$916,$872
"$33,697",1,0,34,$4,$3,$7,$0,$3,$11,1,1,0,2,7,0,0,50,$17,$6
"$63,564",0,0,0,$769,$80,$252,$15,$34,$65,1,10,10,7,6,0,1,66,"$1,150","$1,085"
"$83,443",0,0,89,$518,$42,$742,$55,$56,$84,1,6,10,5,2,0,0,48,"$1,413","$1,329"
"$51,518",0,1,92,$350,$8,$66,$17,$4,$4,2,3,2,10,3,0,0,62,$445,$441
"$58,330",0,1,87,$445,$53,$213,$104,$98,$151,1,6,4,13,4,0,0,45,$913,$762
"$80,952",0,0,20,$778,$178,$689,$41,$27,$44,1,8,5,11,8,0,1,51,"$1,713","$1,669"
"$75,507",0,0,56,$709,$93,$374,$104,$80,$80,1,8,6,6,3,0,0,41,"$1,360","$1,280"
"$63,855",0,0,28,$359,$35,$314,$93,$116,$89,1,7,3,13,4,0,0,42,$917,$828
"$62,220",0,1,55,$799,$12,$375,$16,$12,$12,5,7,6,5,6,0,1,48,"$1,214","$1,202"
"$58,512",0,1,25,$895,$10,$101,$13,$0,$152,5,3,4,8,8,0,0,56,"$1,019",$867
"$40,662",1,0,0,$40,$2,$23,$0,$4,$23,2,2,1,3,4,0,0,41,$69,$46
"$38,829",0,1,86,$76,$0,$7,$0,$0,$16,1,3,2,2,5,0,0,61,$83,$67
"$35,523",1,0,8,$11,$5,$22,$12,$5,$11,2,3,0,3,7,0,0,39,$55,$44
"$79,146",1,1,33,$245,$16,$223,$21,$43,$16,2,8,1,8,6,0,0,53,$548,$532
"$78,285",0,0,13,$647,$107,$391,$175,$67,$40,1,6,4,10,3,0,0,32,"$1,387","$1,347"
"$31,626",1,0,12,$39,$1,$9,$2,$1,$34,1,2,1,2,7,0,1,42,$52,$18
"$75,127",0,0,92,$203,$35,$305,$46,$17,$227,1,2,11,5,1,0,0,68,$606,$379
"$48,726",0,1,90,$138,$3,$38,$4,$0,$59,3,3,2,4,6,0,0,65,$183,$124
"$74,985",0,0,8,$587,$51,$898,$247,$0,$86,1,3,6,7,2,0,0,43,"$1,783","$1,697"
"$67,430",0,0,6,$595,$97,$291,$127,$133,$121,1,11,5,12,6,0,0,33,"$1,243","$1,122"
"$46,891",0,1,91,$43,$12,$23,$29,$15,$61,1,2,1,4,4,0,0,55,$122,$61
"$62,058",0,1,52,$301,$7,$74,$10,$0,$58,4,6,1,7,6,0,0,64,$392,$334
"$72,063",0,1,3,$180,$32,$348,$76,$32,$90,2,5,2,12,2,0,0,41,$668,$578
"$78,939",0,0,57,$794,$115,$243,$150,$0,$205,1,8,5,6,3,0,0,69,"$1,302","$1,097"
"$42,720",1,1,9,$392,$5,$91,$28,$26,$112,8,7,3,7,8,0,1,55,$542,$430
"$33,622",1,1,22,$39,$1,$22,$3,$4,$12,3,2,0,4,7,0,0,48,$69,$57
"$6,835",0,1,76,$107,$2,$12,$2,$2,$12,0,0,0,1,20,0,0,63,$125,$113
"$41,452",1,1,86,$13,$0,$3,$0,$0,$0,1,1,0,2,7,0,0,67,$16,$16
"$40,760",0,1,64,$70,$0,$17,$0,$0,$6,2,2,1,3,6,0,0,55,$87,$81
"$74,250",0,0,90,$680,$11,$392,$75,$0,$0,1,2,11,4,1,0,0,62,"$1,158","$1,158"
"$51,124",1,1,79,$26,$1,$11,$0,$1,$4,2,1,0,3,3,0,0,65,$39,$35
"$72,258",0,1,28,$522,$0,$522,$227,$120,$134,2,6,9,5,2,0,0,49,"$1,391","$1,257"
"$71,466",0,0,86,$412,$12,$546,$78,$182,$0,1,4,4,10,1,0,0,46,"$1,230","$1,230"
"$36,283",1,1,42,$6,$5,$5,$8,$0,$5,2,1,0,3,4,0,0,44,$24,$19
"$20,587",1,0,39,$2,$3,$6,$4,$1,$9,1,1,1,2,7,0,0,50,$16,$7
"$30,467",1,0,8,$1,$3,$8,$2,$5,$5,1,1,0,2,7,0,0,48,$19,$14
"$31,590",1,0,40,$6,$2,$15,$6,$6,$3,1,1,0,3,8,0,0,48,$35,$32
"$20,425",1,0,5,$4,$12,$5,$3,$16,$17,2,2,0,3,7,0,0,34,$40,$23
"$17,144",1,1,96,$18,$2,$19,$0,$2,$6,5,3,0,4,7,0,0,60,$41,$35
"$42,564",0,1,28,$324,$48,$186,$39,$18,$198,6,6,8,4,7,0,1,52,$615,$417
"$43,783",1,0,22,$327,$9,$125,$25,$4,$139,6,7,1,8,7,0,0,42,$490,$351
"$40,780",0,1,30,$229,$27,$71,$13,$3,$34,4,7,1,5,9,0,0,44,$343,$309
"$62,847",0,0,45,$521,$168,$706,$80,$76,$61,1,3,6,4,2,0,0,75,"$1,551","$1,490"
"$82,017",0,0,58,$184,$23,$446,$30,$23,$23,1,5,4,7,2,0,1,63,$706,$683
"$16,813",0,0,49,$4,$8,$11,$12,$2,$13,1,2,0,3,7,0,0,70,$37,$24
